0 1.47869e-14
0.0312596 0.00214784
0.0625193 0.00839389
0.0937789 0.018453
0.125039 0.0320523
0.156298 0.0489289
0.187558 0.068828
0.218817 0.0915013
0.250077 0.116706
0.281337 0.144204
0.312596 0.17376
0.343856 0.205145
0.375116 0.238131
0.406375 0.272493
0.437635 0.30801
0.468894 0.344464
0.500154 0.38164
0.531414 0.419326
0.562673 0.457313
0.593933 0.495396
0.625193 0.533374
0.656452 0.57105
0.687712 0.608232
0.718971 0.64473
0.750231 0.680364
0.781491 0.714954
0.81275 0.748329
0.84401 0.780322
0.87527 0.810775
0.906529 0.839532
0.937789 0.866449
0.969048 0.891386
1.00031 0.91421
1.03157 0.934797
1.06283 0.953032
1.09409 0.968806
1.12535 0.982019
1.15661 0.99258
1.18787 1.00041
1.21913 1.00543
1.25039 1.00757
1.28164 1.00679
1.3129 1.00304
1.34416 0.99628
1.37542 0.986483
1.40668 0.973632
1.43794 0.957721
1.4692 0.938751
1.50046 0.916732
1.53172 0.891687
1.56298 0.863645
1.59424 0.832645
1.6255 0.798737
1.65676 0.761977
1.68802 0.722434
1.71928 0.68018
1.75054 0.635302
1.7818 0.587889
1.81306 0.538043
1.84432 0.485871
1.87558 0.431489
1.90684 0.375018
1.9381 0.316587
1.96936 0.256333
2.00062 0.194398
2.03188 0.130927
2.06314 0.0660756
2.0944 7.57998e-15
2.12565 -0.0671369
2.15691 -0.135169
2.18817 -0.203925
2.21943 -0.273233
2.25069 -0.342916
2.28195 -0.412796
2.31321 -0.482692
2.34447 -0.552422
2.37573 -0.621804
2.40699 -0.690654
2.43825 -0.758791
2.46951 -0.82603
2.50077 -0.892191
2.53203 -0.957094
2.56329 -1.02056
2.59455 -1.08241
2.62581 -1.14248
2.65707 -1.2006
2.68833 -1.2566
2.71959 -1.31031
2.75085 -1.36159
2.78211 -1.41028
2.81337 -1.45624
2.84463 -1.49932
2.87589 -1.53939
2.90715 -1.57633
2.93841 -1.61002
2.96966 -1.64034
3.00092 -1.66719
3.03218 -1.69046
3.06344 -1.71009
3.0947 -1.72597
3.12596 -1.73805
3.15722 -1.74625
3.18848 -1.75054
3.21974 -1.75085
3.251 -1.74717
3.28226 -1.73946
3.31352 -1.7277
3.34478 -1.71191
3.37604 -1.69207
3.4073 -1.66821
3.43856 -1.64035
3.46982 -1.60852
3.50108 -1.57277
3.53234 -1.53315
3.5636 -1.48974
3.59486 -1.44259
3.62612 -1.3918
3.65738 -1.33745
3.68864 -1.27966
3.7199 -1.21852
3.75116 -1.15417
3.78242 -1.08672
3.81367 -1.01631
3.84493 -0.943088
3.87619 -0.867207
3.90745 -0.788822
3.93871 -0.708099
3.96997 -0.625211
4.00123 -0.540336
4.03249 -0.453657
4.06375 -0.365365
4.09501 -0.275652
4.12627 -0.184718
4.15753 -0.0927653
4.18879 1.35172e-14
4.22005 0.0933689
4.25131 0.18713
4.28257 0.281068
4.31383 0.37497
4.34509 0.468618
4.37635 0.561796
4.40761 0.654286
4.43887 0.745873
4.47013 0.83634
4.50139 0.925474
4.53265 1.01306
4.56391 1.0989
4.59517 1.18277
4.62643 1.26448
4.65768 1.34383
4.68894 1.42062
4.7202 1.49467
4.75146 1.56578
4.78272 1.63379
4.81398 1.69852
4.84524 1.75981
4.8765 1.81749
4.90776 1.87143
4.93902 1.92147
4.97028 1.96748
5.00154 2.00935
5.0328 2.04694
5.06406 2.08016
5.09532 2.10891
5.12658 2.13311
5.15784 2.15266
5.1891 2.16752
5.22036 2.17762
5.25162 2.18291
5.28288 2.18337
5.31414 2.17896
5.3454 2.16968
5.37666 2.15553
5.40792 2.13651
5.43918 2.11264
5.47043 2.08396
5.50169 2.05051
5.53295 2.01235
5.56421 1.96953
5.59547 1.92214
5.62673 1.87027
5.65799 1.814
5.68925 1.75346
5.72051 1.68875
5.75177 1.62
5.78303 1.54736
5.81429 1.47097
5.84555 1.39099
5.87681 1.30757
5.90807 1.22091
5.93933 1.13116
5.97059 1.03854
6.00185 0.94323
6.03311 0.845436
6.06437 0.745369
6.09563 0.643244
6.12689 0.539283
6.15815 0.433712
6.18941 0.326761
6.22067 0.218667
6.25193 0.109666
